tour,year,official_tournament_id,group_name,level,title,surface,in_outdoor,city,country,singles_draw_size,doubles_draw_size,prize_money,start_date,end_date,singles_champion
wta,2017,2994,SUZHOU,ITF,"ITF $60,000 - SUZHOU, CHINA ",Hard,O,,CHINA,32,16,60000,2017-10-17,2017-10-22,Sara Errani
wta,2017,2996,HERAKLION 4,ITF,"ITF/TENNIS EUROPE $15,000 - HERAKLION 4, GREECE",Clay,O,,GREECE,32,16,15000,2017-03-27,2017-04-02,Sabrina Santamaria
wta,2017,2997,HAMAMATSU,ITF,"ITF $25,000 - HAMAMATSU, JAPAN",Carpet,O,,JAPAN,32,16,25000,2017-10-17,2017-10-21,Jia-Jing Lu
wta,2017,2998,FLORENCE,ITF,"ITF/USTA $25,000 - FLORENCE, SOUTH CAROLINA",Hard,O,,USA,32,16,25000,2017-10-17,2017-10-22,Taylor Townsend
wta,2017,2999,ISTANBUL 8,ITF,"ITF/TENNIS EUROPE $25,000 - ISTANBUL 8, TURKEY",Hard,I,,TURKEY,32,16,25000,2017-10-23,2017-10-27,Vitalia Diatchenko
wta,2017,3001,HERAKLION 5,ITF,"ITF/TENNIS EUROPE $15,000 - HERAKLION 5, GREECE",Clay,O,,GREECE,32,16,15000,2017-04-03,2017-04-09,Nina Alibalic
wta,2017,3003,ANTALYA 26,ITF,"ITF/TENNIS EUROPE $15,000 - ANTALYA 26, TURKEY",Clay,O,,TURKEY,32,16,15000,2017-10-17,2017-10-22,Ilona-Georgiana Ghioroaie
wta,2017,3004,HERAKLION 6,ITF,"ITF/TENNIS EUROPE $15,000 - HERAKLION 6, GREECE",Clay,O,,GREECE,32,16,15000,2017-10-24,2017-10-29,Anna Bondar
wta,2017,3005,ANTALYA 27,ITF,"ITF/TENNIS EUROPE $15,000 - ANTALYA 27, TURKEY",Clay,O,,TURKEY,32,16,15000,2017-10-31,2017-11-05,Ecaterina Visnevscaia
wta,2017,3006,EDGBASTON,ITF,"ITF/TENNIS EUROPE $15,000 - EDGBASTON, GREAT BRITAIN",Hard,I,,GREAT BRITAIN,32,16,15000,2017-02-06,2017-02-12,Manon Arcangioli
wta,2017,3007,HERAKLION 7,ITF,"ITF/TENNIS EUROPE $15,000 - HERAKLION 7, GREECE",Clay,O,,GREECE,32,16,15000,2017-10-31,2017-11-05,Reka Luca Jani
wta,2017,3008,ANTALYA 28,ITF,"ITF/TENNIS EUROPE $15,000 - ANTALYA 28, TURKEY",Clay,O,,TURKEY,32,16,15000,2017-11-07,2017-11-12,Nicoleta Dascalu
wta,2017,3011,ANTALYA 29,ITF,"ITF/TENNIS EUROPE $15,000 - ANTALYA 29, TURKEY",Clay,O,,TURKEY,32,16,15000,2017-11-14,2017-11-19,Lisa Matviyenko
wta,2017,3012,ANTALYA 30,ITF,"ITF/TENNIS EUROPE $15,000 - ANTALYA 30, TURKEY",Clay,O,,TURKEY,32,16,15000,2017-11-21,2017-11-26,Maryna Chernyshova
wta,2017,3013,ANTALYA 31,ITF,"ITF/TENNIS EUROPE $15,000 - ANTALYA 31, TURKEY",Clay,O,,TURKEY,32,16,15000,2017-11-28,2017-12-03,Maryna Chernyshova
wta,2017,3014,ANTALYA 32,ITF,"ITF/TENNIS EUROPE $15,000 - ANTALYA 32, TURKEY",Clay,O,,TURKEY,32,16,15000,2017-12-05,2017-12-10,Tena Lukas
wta,2017,3015,ANTALYA 33,ITF,"ITF/TENNIS EUROPE $15,000 - ANTALYA 33, TURKEY",Clay,O,,TURKEY,32,16,15000,2017-12-12,2017-12-17,Cristina Dinu
wta,2017,3020,LE LAMENTIN (MARTINIQUE),ITF,"ITF/TENNIS EUROPE $15,000 - FORT-DE-FRANCE (MARTINIQUE), FRANCE",Hard,O,,FRANCE,32,16,15000,2017-01-09,2017-01-15,Giuliana Olmos
wta,2017,3021,HONG KONG,ITF,"ITF $25,000 - HONG KONG, HONG-KONG, CHINA",Hard,O,,"HONG-KONG, CHINA",32,16,25000,2017-01-02,2017-01-08,Ya-Hsuan Lee
wta,2017,3022,HONG KONG 2,ITF,"ITF $15,000- HONG KONG 2, HONG-KONG, CHINA",Hard,O,,"HONG-KONG, CHINA",32,16,15000,2017-07-24,2017-07-29,Ling Zhang
wta,2017,3032,SHARM EL SHEIKH 10,ITF,"ITF $15,000 - SHARM EL SHEIKH 10, EGYPT",Hard,O,,EGYPT,32,16,15000,2017-04-10,2017-04-16,Sarah-Rebecca Sekulic
wta,2017,3033,SHARM EL SHEIKH 11,ITF,"ITF $15,000 - SHARM EL SHEIKH 11, EGYPT",Hard,O,,EGYPT,32,16,15000,2017-06-26,2017-07-02,Pranjala Yadlapalli
wta,2017,3034,SHARM ELSHEIKH 12,ITF,"ITF $15,000 - SHARM EL SHEIKH 12, EGYPT",Hard,O,,EGYPT,32,16,15000,2017-07-03,2017-07-09,Vera Zvonareva
wta,2017,3036,CROISSY-BEAUBOURG,ITF,"ITF/TENNIS EUROPE $60,000 - CROISSY-BEAUBOURG, FRANCE",Hard,I,,FRANCE,32,16,60000,2017-03-27,2017-04-02,Ekaterina Alexandrova
wta,2017,3037,SHARM ELSHEIKH 13,ITF,"ITF $15,000 - SHARM EL SHEIKH 13, EGYPT",Hard,O,,EGYPT,32,16,15000,2017-07-10,2017-07-16,Jacqueline Cabaj Awad
wta,2017,3038,SHARM EL SHEIKH 14,ITF,"ITF $15,000 - SHARM EL SHEIKH 14, EGYPT",Hard,O,,EGYPT,32,16,15000,2017-07-17,2017-07-23,Jacqueline Cabaj Awad
wta,2017,3039,SHARM EL SHEIKH 15,ITF,"ITF $10,000 - SHARM EL SHEIKH 15, EGYPT",Hard,O,,EGYPT,32,16,15000,2017-07-24,2017-07-30,Eleni Kordolaimi
wta,2017,3040,SHARM ELSHEIKH 16,ITF,"ITF $15,000 - SHARM EL SHEIKH 16, EGYPT",Hard,O,,EGYPT,32,16,15000,2017-08-01,2017-08-06,Eleni Kordolaimi
wta,2017,3041,SHARM EL SHEIKH 17,ITF,"ITF $15,000 - SHARM EL SHEIKH 17, EGYPT",Hard,O,,EGYPT,32,16,15000,2017-09-19,2017-09-24,Pei-Chi Lee
wta,2017,3042,SHARM ELSHEIKH 18,ITF,"ITF $15,000 - SHARM EL SHEIKH 18, EGYPT",Hard,O,,EGYPT,32,16,15000,2017-09-26,2017-10-01,Magali Kempen
wta,2017,3043,SHARM ELSHEIKH 19,ITF,"ITF $15,000 - SHARM EL SHEIKH 19, EGYPT",Hard,O,,EGYPT,32,16,15000,2017-10-03,2017-10-08,Pei-Chi Lee
wta,2017,3045,SHYMKENT 3,ITF,"ITF/TENNIS EUROPE $15,000 - SHYMKENT 3, KAZAKHSTAN",Clay,O,,KAZAKHSTAN,32,16,15000,2017-09-18,2017-09-23,Daria Lodikova
wta,2017,3046,SANTA MARGHERITA DI PULA,ITF,"ITF/TENNIS EUROPE $25,000 - SANTA MARGHERITA DI PULA, ITALY",Clay,O,,ITALY,32,16,25000,2017-03-20,2017-03-26,Katarina Zavatska
wta,2017,3047,SHYMKENT 4,ITF,"ITF/TENNIS EUROPE $15,000 - SHYMKENT 4, KAZAKHSTAN",Hard,O,,KAZAKHSTAN,32,16,15000,2017-09-26,2017-10-01,Polina Bakhmutkina
wta,2017,3048,SANTA MARGHERITA DI PULA 2,ITF,"ITF/TENNIS EUROPE $25,000 - SANTA MARGHERITA DI PULA 2, ITALY",Clay,O,,ITALY,32,16,25000,2017-03-27,2017-04-02,Bianca Andreescu
wta,2017,3049,SHARM EL SHEIKH 20,ITF,"ITF $15,000 - SHARM EL SHEIKH 20, EGYPT",Hard,O,,EGYPT,32,16,15000,2017-10-10,2017-10-15,Tereza Mihalikova
wta,2017,3050,SHARM ELSHEIKH 21,ITF,"ITF $15,000 - SHARM EL SHEIKH 21, EGYPT",Hard,O,,EGYPT,32,16,15000,2017-10-17,2017-10-22,Sandra Samir
wta,2017,3051,SHARM EL SHEIKH 22,ITF,"ITF $15,000 - SHARM EL SHEIKH 22, EGYPT",Hard,O,,EGYPT,32,16,15000,2017-10-24,2017-10-29,Sandra Samir
wta,2017,3052,SHARM EL SHEIKH 23,ITF,"ITF $15,000 - SHARM EL SHEIKH 23, EGYPT",Hard,O,,EGYPT,32,16,15000,2017-10-31,2017-11-05,Nuria Parrizas Diaz
wta,2017,3055,HERZLIA,ITF,"ITF $15,000 - HERZLIA, ISRAEL",Hard,O,,ISRAEL,32,16,15000,2017-06-19,2017-06-25,Estelle Cascino
wta,2017,3058,SHARM ELSHEIKH 24,ITF,"ITF $15,000 - SHARM EL SHEIKH 24, EGYPT",Hard,O,,EGYPT,32,16,15000,2017-11-07,2017-11-12,Lucia Bronzetti
wta,2017,3059,AMSTELVEEN,ITF,"ITF/TENNIS EUROPE $15,000 - AMSTELVEEN, NETHERLANDS",Clay,O,,NETHERLANDS,32,16,15000,2017-07-10,2017-07-16,Lisa Matviyenko
wta,2017,3061,SHARM ELSHEIKH 25,ITF,"ITF $15,000 - SHARM EL SHEIKH 25, EGYPT",Hard,O,,EGYPT,32,16,15000,2017-11-14,2017-11-19,Pemra Ozgen
wta,2017,3062,SHARM EL SHEIKH 26,ITF,"ITF $15,000 - SHARM EL SHEIKH 26, EGYPT",Hard,O,,EGYPT,32,16,15000,2017-11-21,2017-11-26,Pemra Ozgen
wta,2017,3065,WINNIPEG,ITF,"ITF $25,000 - WINNIPEG, CANADA",Hard,O,,CANADA,32,16,25000,2017-07-10,2017-07-16,Caroline Dolehide
wta,2017,3082,TOOWOMBA,ITF,"ITF $25,000 - TOOWOOMBA, AUSTRALIA",Hard,O,,AUSTRALIA,32,16,25000,2017-10-03,2017-10-08,Eri Hozumi
wta,2017,3083,SANTA MARGHERITA DI PULA 3,ITF,"ITF/TENNIS EUROPE $25,000 - SANTA MARGHERITA DI PULA 3, ITALY",Clay,O,,ITALY,32,16,25000,2017-04-03,2017-04-09,Petra Martic
wta,2017,3084,VRNJACKA BANJA,ITF,"ITF/TENNIS EUROPE $15,000 - VRNJACKA BANJA, SERBIA",Clay,O,,SERBIA,32,16,15000,2017-08-22,2017-08-27,Oana Gavrila
wta,2017,3089,SANTA MARGHERITA DI PULA 4,ITF,"ITF/TENNIS EUROPE $25,000 - SANTA MARGHERITA DI PULA 4, ITALY",Clay,O,,ITALY,32,16,25000,2017-04-10,2017-04-16,Georgia Brescia
wta,2017,3090,SANTA MARGHERITA DI PULA 5,ITF,"ITF/TENNIS EUROPE $25,000 - SANTA MARGHERITA DI PULA 5, ITALY",Clay,O,,ITALY,32,16,25000,2017-04-17,2017-04-23,Valentyna Ivakhnenko
wta,2017,3092,LAMBARE,ITF,"ITF $15,000 - LAMBARE, PARAGUAY",Clay,O,,PARAGUAY,32,16,15000,2017-10-23,2017-10-28,Thaisa Grana Pedretti
wta,2017,3096,MACON,ITF,"ITF/USTA $80,000 - MACON, GA",Hard,O,,USA,32,16,80000,2017-10-24,2017-10-29,Anna Karolina Schmiedlova
wta,2017,3101,HERAKLION 8,ITF,"ITF/TENNIS EUROPE $15,000 - HERAKLION 8, GREECE",Clay,O,,GREECE,32,16,15000,2017-11-07,2017-11-12,Irina Ramialison
wta,2017,3102,HERAKLION 9,ITF,"ITF/TENNIS EUROPE $15,000 - HERAKLION 9, GREECE",Clay,O,,GREECE,32,16,15000,2017-11-14,2017-11-19,Tayisiya Morderger
wta,2017,3103,HERAKLION 10,ITF,"ITF/TENNIS EUROPE $15,000 - HERAKLION 10, GREECE",Clay,O,,GREECE,32,16,15000,2017-11-21,2017-11-26,Lisa Sabino
wta,2017,3116,ANTALYA 34,ITF,"ITF/TENNIS EUROPE $15,000 - ANTALYA 34, TURKEY",Clay,O,,TURKEY,32,16,15000,2017-12-19,2017-12-24,Maryna Chernyshova
wta,2017,3132,NULES,ITF,"ITF/TENNIS EUROPE $25,000 - NULES, SPAIN",Clay,O,,SPAIN,32,16,25000,2017-12-05,2017-12-10,Isabelle Wallace
wta,2017,3133,HONG KONG 2,ITF,"ITF $15,000 - HONG KONG 3, HONG-KONG, CHINA",Hard,O,,"HONG-KONG, CHINA",32,16,15000,2017-12-25,2017-12-30,Haruka Kaji
wta,2017,3138,NAVI MUMBAI,ITF,"ITF $25,000 - NAVI MUMBAI, INDIA",Hard,O,,INDIA,32,16,25000,2017-12-18,2017-12-23,Gabriella Taylor
wta,2017,3145,ALTENKIRCHEN,ITF,"ITF/TENNIS EUROPE $25,000 - ALTENKIRCHEN, GERMANY",Carpet,I,,GERMANY,32,16,25000,2017-02-13,2017-02-19,Bibiane Schoofs
wta,2017,3149,DAKAR,ITF,"ITF $25,000 - DAKAR, SENEGAL",Hard,O,,SENEGAL,32,16,25000,2017-11-13,2017-11-19,Valentini Grammatikopoulou
wta,2017,3151,SANTA MARGHERITA DI PULA 6,ITF,"ITF/TENNIS EUROPE $25,000 - SANTA MARGHERITA DI PULA 6, ITALY",Clay,O,,ITALY,32,16,25000,2017-04-24,2017-04-30,Giulia Gatto-Monticone
wta,2017,3152,SANTA MARGHERITA DI PULA 7,ITF,"ITF/TENNIS EUROPE $15,000 - SANTA MARGHERITA DI PULA 7, ITALY",Clay,O,,ITALY,32,16,15000,2017-05-02,2017-05-07,Fernanda Brito
wta,2017,3153,SANTA MARGHERITA DI PULA 8,ITF,"ITF/TENNIS EUROPE $25,000 - SANTA MARGHERITA DI PULA 8, ITALY",Clay,O,,ITALY,32,16,25000,2017-09-11,2017-09-17,Deborah Chiesa
wta,2017,3154,NANNING,ITF,"ITF $25,000 - NANNING, CHINA",Hard,O,,CHINA,32,16,25000,2017-04-10,2017-04-16,Zarina Diyas
wta,2017,3155,ANNING,ITF,"ITF $100,000 + H - ANNING, CHINA",Clay,O,,CHINA,32,16,100000,2017-04-24,2017-04-30,Saisai Zheng
wta,2017,3156,SANTA MARGHERITA DI PULA 9,ITF,"ITF/TENNIS EUROPE $25,000 - SANTA MARGHERITA DI PULA 9, ITALY",Clay,O,,ITALY,32,16,25000,2017-09-19,2017-09-24,Andrea Gamiz
wta,2017,3157,SANTA MARGHERITA DI PULA 10,ITF,"ITF/TENNIS EUROPE $25,000 - SANTA MARGHERITA DI PULA 10, ITALY",Clay,O,,THAILAND,32,16,25000,2017-09-26,2017-10-01,Tamara Zidansek
wta,2017,3160,TIANJIN,ITF,"ITF $25,000 - TIANJIN, CHINA",Hard,O,,CHINA,32,16,25000,2017-07-17,2017-07-23,Yafan Wang
wta,2017,3170,BANJA LUKA,ITF,"ITF/TENNIS EUROPE $15,000 - BANJA LUKA, BOSNIA/HERZEGOVINA",Clay,O,,BOSNIA/HERZEGOVINA,32,16,15000,2017-06-05,2017-06-11,Berfu Cengiz
wta,2017,3172,KASHIWA,ITF,"ITF $25,000 - KASHIWA, JAPAN",Hard,O,,JAPAN,32,16,25000,2017-04-03,2017-04-09,Mai Minokoshi
wta,2017,3176,"VICTORIA, BC",ITF,"ITF $15,000 - VICTORIA, BC, CANADA",Hard,I,,CANADA,32,16,15000,2017-06-19,2017-06-25,Alexa Graham
wta,2017,3180,GATINEAU,ITF,"ITF $25,000 - GATINEAU, CANADA",Hard,O,,CANADA,32,16,25000,2017-07-17,2017-07-23,Aleksandra Wozniak
wta,2017,3186,CAMPOS DO JORDAO 2,ITF,"ITF $15,000 - CAMPOS DO JORDAO 2, BRAZIL",Hard,O,,BRAZIL,32,16,15000,2017-07-24,2017-07-30,Nathaly Kurata
wta,2017,3193,LEIPZIG,ITF,"ITF/TENNIS EUROPE $25,000 - LEIPZIG, GERMANY",Clay,O,,GERMANY,32,16,25000,2017-08-15,2017-08-20,Magdalena Frech
wta,2017,3196,SAINT-PETERSBURG,ITF,"ITF/TENNIS EUROPE $100,000 - SAINT-PETERSBURG, RUSSIA",Hard,I,,RUSSIA,32,16,100000,2017-09-18,2017-09-22,Belinda Bencic
wta,2017,3198,OLDENZAAL,ITF,"ITF/TENNIS EUROPE $15,000 - OLDENZAAL, NETHERLANDS",Clay,O,,NETHERLANDS,32,16,15000,2017-08-15,2017-08-20,Chiara Scholl
wta,2017,3199,YEONGWOL,ITF,"ITF $15,000 - YEONGWOL, KOREA",Hard,O,,KOREA,32,16,15000,2017-08-29,2017-09-03,Hanna Chang
wta,2017,3200,WESLEY CHAPEL,ITF,"ITF/USTA $25,000 - WESLEY CHAPEL, FLORIDA",Clay,O,,USA,32,16,25000,2017-01-23,2017-01-29,Anhelina Kalinina
wta,2017,4003,YEONGWOL 2,ITF,"ITF $15,000 - YEONGWOL 2, KOREA",Hard,O,,KOREA,32,16,15000,2017-09-05,2017-09-10,Dabin Kim
wta,2017,4006,SANTA MARGHERITA DI PULA 11,ITF,"ITF/TENNIS EUROPE $25,000 - SANTA MARGHERITA DI PULA 11, ITALY",Clay,O,,ITALY,32,16,25000,2017-10-03,2017-10-08,Chiara Scholl
wta,2017,4010,SANTA MARGHERITA DI PULA 12,ITF,"ITF/TENNIS EUROPE $25,000 - SANTA MARGHERITA DI PULA 12, ITALY",Clay,O,,ITALY,32,16,25000,2017-10-10,2017-10-15,Polona Hercog
wta,2017,4012,SANTA MARGHERITA DI PULA 13,ITF,"ITF/TENNIS EUROPE $25,000 - SANTA MARGHERITA DI PULA 13, ITALY",Clay,O,,ITALY,32,16,25000,2017-10-17,2017-10-22,Polona Hercog
wta,2017,4013,SANTA MARGHERITA DI PULA 14,ITF,"ITF/TENNIS EUROPE $25,000 - SANTA MARGHERITA DI PULA 14, ITALY",Clay,O,,ITALY,32,16,25000,2017-10-24,2017-10-29,Jessica Pieri
wta,2017,4016,SANTA MARGHERITA DI PULA 15,ITF,"ITF/TENNIS EUROPE $25,000 - SANTA MARGHERITA DI PULA 15, ITALY",Clay,O,,ITALY,32,16,25000,2017-10-31,2017-11-05,Polona Hercog
wta,2017,4047,CLARE,ITF,"ITF $25,000 - CLARE, AUSTRAILIA",Hard,O,,AUSTRALIA,32,16,25000,2017-02-27,2017-03-05,Beatriz Haddad Maia
wta,2017,4050,SOLARINO,ITF,"ITF/TENNIS EUROPE $15,000 - SOLARINO, ITALY",Carpet,O,,ITALY,32,16,15000,2017-03-06,2017-03-12,Petra Krejsova
wta,2017,4053,SOLARINO 3,ITF,"ITF/TENNIS EUROPE $15,000 - SOLARINO 2, ITALY",Carpet,O,,ITALY,32,16,15000,2017-03-13,2017-03-19,Marta Paigina
wta,2017,4060,MORNINGTON,ITF,"ITF $25,000 - MORNINGTON, AUSTRALIA",Clay,O,,AUSTRALIA,32,16,25000,2017-03-20,2017-03-26,Destanee Aiava
wta,2017,4067,TRNAVA 2,ITF,"ITF/TENNIS EUROPE $100,000 - TRNAVA 2, SLOVAK REPUBLIC",Clay,O,,SLOVAK REPUBLIC,32,16,100000,2017-05-15,2017-05-21,Marketa Vondrousova
wta,2017,4075,ANNING 2,ITF,"ITF $15,000 - ANNING 2, CHINA",Clay,O,,CHINA,32,16,15000,2017-06-19,2017-06-25,Xuliu Sun
wta,2017,4078,ANNING 3,ITF,"ITF $15,000 - ANNING 3, CHINA",Clay,O,,CHINA,32,16,15000,2017-06-26,2017-07-02,Shanshan Guo
wta,2017,4081,BATON ROUGE,ITF,"ITF/USTA $25,000 - BATON ROUGE, LOUISIANA",Hard,O,,USA,32,16,25000,2017-06-19,2017-06-25,Nicole Gibbs
wta,2017,4082,ANNING 4,ITF,"ITF $15,000 - ANNING 4, CHINA",Clay,O,,CHINA,32,16,15000,2017-07-03,2017-07-09,Eudice Chong
wta,2017,4090,STOCKTON,ITF,"ITF/USTA $60,000 - STOCKTON, CA, USA",Hard,O,,USA,32,16,60000,2017-07-17,2017-07-23,Sofia Kenin
wta,2017,4095,TARGU JIU 2,ITF,"ITF/TENNIS EUROPE $15,000 - TARGU JIU 2, ROMANIA",Clay,O,,ROMANIA,32,16,15000,2017-07-25,2017-07-30,Astra Sharma
wta,2017,4097,PARNU,ITF,"ITF/TENNIS EUROPE $15,000 - PARNU, ESTONIA",Clay,O,,ESTONIA,32,16,15000,2017-07-24,2017-07-30,Kaia Kanepi
wta,2017,4098,TARVISIO,ITF,"ITF/TENNIS EUROPE $15,000 - TARVISIO, ITALY",Clay,O,,ITALY,32,16,15000,2017-06-26,2017-07-02,Nina Potocnik
wta,2017,4099,TARGU JIU 3,ITF,"ITF/TENNIS EUROPE $15,000 - TARGU JIU 3, ROMANIA",Clay,O,,ROMANIA,32,16,15000,2017-08-01,2017-08-06,Ilona-Georgiana Ghioroaie
wta,2017,4104,GRAZ,ITF,"ITF/TENNIS EUROPE $15,000 - GRAZ, AUSTRIA",Clay,O,,AUSTRIA,32,16,15000,2017-08-14,2017-08-20,Astra Sharma
wta,2017,4117,ZHUHAI,ITF,"ITF $60,000 - ZHUHAI, CHINA",Hard,O,,CHINA,32,16,60000,2017-03-06,2017-03-12,Denisa Satralova
wta,2017,4119,SOZOPOL,ITF,"ITF/TENNIS EUROPE $15,000 - SOZOPOL, BULGARIA",Hard,O,,BULGARIA,32,16,15000,2017-10-03,2017-10-08,Gergana Topalova
wta,2017,4122,CHARLESTON,ITF,"ITF/USTA $60,000 - CHARLESTON, SOUTH CAROLINA",Clay,O,,USA,32,16,60000,2017-05-02,2017-05-07,Madison Brengle
wta,2017,4133,STELLENBOSCH,ITF,"ITF $15,000 - STELLENBOSCH, SOUTH AFRICA",Hard,O,,SOUTH AFRICA,32,16,15000,2017-11-21,2017-11-26,Chanel Simmonds
wta,2017,4136,STELLENBOSCH 2,ITF,"ITF $15,000 - STELLENBOSCH 2, SOUTH AFRICA",Hard,O,,SOUTH AFRICA,32,16,15000,2017-11-28,2017-12-03,Salma Ewing
wta,2017,4152,HAMMAMET,ITF,"ITF $15,000 - HAMMAMET, TUNISIA",Clay,O,,TUNISIA,32,16,15000,2017-01-09,2017-01-16,María-Teresa Torró-Flor
wta,2017,4153,HAMMAMET 2,ITF,"ITF $15,000 - HAMMAMET 2, TUNISIA",Clay,O,,TUNISIA,32,16,15000,2017-01-16,2017-01-22,María-Teresa Torró-Flor
wta,2017,4154,HAMMAMET 3,ITF,"ITF $15,000 - HAMMAMET 3, TUNISIA",Clay,O,,TUNISIA,32,16,15000,2017-01-23,2017-01-29,Cristina Dinu
wta,2017,4155,HAMMAMET 4,ITF,"ITF $15,000 - HAMMAMET 4, TUNISIA",Clay,O,,TUNISIA,32,16,15000,2017-01-30,2017-02-05,Jelena Simic
wta,2017,4156,HAMMAMET 5,ITF,"ITF $15,000 - HAMMAMET 5, TUNISIA",Clay,O,,TUNISIA,32,16,15000,2017-02-06,2017-02-12,Georgina Garcia Perez
wta,2017,4157,PERTH 2,ITF,"ITF $25,000 - PERTH 2, AUSTRALIA",Hard,O,,AUSTRALIA,32,16,25000,2017-02-20,2017-02-26,Destanee Aiava
wta,2017,4158,WIRRAL,ITF,"ITF/TENNIS EUROPE $15,000 - WIRRAL, GREAT BRITAIN",Hard,I,,GREAT BRITAIN,32,16,15000,2017-02-13,2017-02-19,Maia Lumsden
wta,2017,4159,HAMMAMET 6,ITF,"ITF $15,000 - HAMMAMET 6, TUNISIA",Clay,O,,TUNISIA,32,16,15000,2017-02-13,2017-02-19,Julia Grabher
wta,2017,4160,HAMMAMET 7,ITF,"ITF $15,000 - HAMMAMET 7, TUNISIA",Clay,O,,TUNISIA,32,16,15000,2017-02-20,2017-02-26,Chieh-Yu Hsu
wta,2017,4162,HAMMAMET 8,ITF,"ITF $15,000 - HAMMAMET 8, TUNISIA",Clay,O,,TUNISIA,32,16,15000,2017-02-27,2017-03-05,Camilla Scala
wta,2017,4163,HAMMAMET 9,ITF,"ITF $15,000 - HAMMAMET 9, TUNISIA",Clay,O,,TUNISIA,32,16,15000,2017-03-06,2017-03-12,Camilla Scala
wta,2017,4165,NANJING 3,ITF,"ITF $15,000 - NANJING 3, CHINA ",Hard,O,,CHINA,32,16,15000,2017-02-27,2017-03-05,Xinyu Gao
wta,2017,4166,HAMMAMET 10,ITF,"ITF $15,000 - HAMMAMET 10, TUNISIA",Clay,O,,TUNISIA,32,16,15000,2017-03-13,2017-03-19,Nina Potocnik
wta,2017,4168,HAMMAMET 11,ITF,"ITF $15,000 - HAMMAMET 11, TUNISIA",Clay,O,,TUNISIA,32,16,15000,2017-03-20,2017-03-26,Andrea Gamiz
wta,2017,4169,HAMMAMET 12,ITF,"ITF $15,000 - HAMMAMET 12, TUNISIA",Clay,O,,TUNISIA,32,16,15000,2017-03-27,2017-04-02,Andrea Gamiz
wta,2017,4170,HAMMAMET 13,ITF,"ITF $15,000 - HAMMAMET 13, TUNISIA",Clay,O,,TUNISIA,32,16,15000,2017-04-03,2017-04-09,Estrella Cabeza Candela
wta,2017,4172,HAMMAMET 14,ITF,"ITF $15,000 - HAMMAMET 14, TUNISIA",Clay,O,,TUNISIA,32,16,15000,2017-04-10,2017-04-16,Panna Udvardy
wta,2017,4173,HAMMAMET 15,ITF,"ITF $15,000 - HAMMAMET 15, TUNISIA",Clay,O,,TUNISIA,32,16,15000,2017-04-17,2017-04-23,Tessah Andrianjafitrimo
wta,2017,4174,TUCEPI,ITF,"ITF/TENNIS EUROPE $15,000 - TUCEPI, CROATIA",Clay,O,,CROATIA,32,16,15000,2017-04-03,2017-04-09,Lea Boskovic
wta,2017,4175,HAMMAMET 16,ITF,"ITF $15,000 - HAMMAMET 16, TUNISIA",Clay,O,,TUNISIA,32,16,15000,2017-05-08,2017-05-14,Jelena Simic
wta,2017,4179,KHIMKI,ITF,"ITF/TENNIS EUROPE $25,000 - KHIMKI, RUSSIA",Hard,I,,RUSSIA,32,16,25000,2017-05-01,2017-05-06,Dejana Radanovic
wta,2017,4181,NAPLES 2,ITF,"ITF/USTA $25,000 - NAPLES 2, FLORIDA",Clay,O,,USA,32,16,25000,2017-05-15,2017-05-21,Sofya Zhuk
wta,2017,4183,HAMMAMET 17,ITF,"ITF $15,000 - HAMMAMET 17, TUNISIA",Clay,O,,TUNISIA,32,16,15000,2017-05-15,2017-05-21,Natalija Stevanovic
wta,2017,4184,LA BISBAL D'EMPORDA,ITF,"ITF/TENNIS EUROPE $25,000 - LA BISBAL, SPAIN",Clay,O,,SPAIN,32,16,25000,2017-05-15,2017-05-21,Georgina Garcia Perez
wta,2017,4185,HAMMAMET 18,ITF,"ITF $15,000 - HAMMAMET 18, TUNISIA",Clay,O,,TUNISIA,32,16,15000,2017-05-22,2017-05-28,Naiktha Bains
wta,2017,4186,HODMEZOVASARHELY,ITF,"ITF/TENNIS EUROPE $60,000 - HODMEZOVASARHELY, HUNGARY",Clay,O,,HUNGARY,32,16,60000,2017-06-12,2017-06-18,Mihaela Buzarnescu
wta,2017,4189,HAMMAMET 19,ITF,"ITF $15,000 - HAMMAMET 19, TUNISIA",Clay,O,,TUNISIA,32,16,15000,2017-05-29,2017-06-04,Lucrezia Stefanini
wta,2017,4191,SASSUOLO,ITF,"ITF/TENNIS EUROPE $15,000 - SASSUOLO, ITALY",Clay,O,,ITALY,32,16,15000,2017-06-19,2017-06-25,Stefania Rachel Rubini
wta,2017,4194,KALTENKIRCHEN,ITF,"ITF/TENNIS EUROPE $15,000 - KALTENKIRCHEN, GERMANY",Clay,O,,GERMANY,32,16,15000,2017-06-19,2017-06-25,Katharina Gerlach
wta,2017,4195,SANGJU,ITF,"ITF $15,000 - SANGJU, KOREA",Hard,O,,KOREA,32,16,15000,2017-05-29,2017-06-04,Hyojoo Jeong
wta,2017,4196,FOCSANI,ITF,"ITF/TENNIS EUROPE $15,000 + H- FOCSANI, ROMANIA",Clay,O,,ROMANIA,32,16,15000,2017-07-03,2017-07-09,Nicoleta Dascalu
wta,2017,4197,YUXI,ITF,"ITF $25,000 - YUXI, CHINA",Hard,O,,CHINA,32,16,25000,2017-05-08,2017-05-14,Xinyu Gao
