tour,year,uk_tournament_id,location,tournament_name,series,surface,best_of,is_outdoor,start_date,end_date,num_matches,source_event_key,num_rounds,num_awarded_matches,num_completed_matches,num_disqualified_matches,num_retired_matches,num_walkover_matches,num_players,champion,runner_up,champion_avg_rank,champion_avg_odds,location_tournament_key
atp,2006,67,Shanghai,Masters Cup,tour_finals,hard,3,False,2006-11-12,2006-11-19,15,2006_67_shanghai_masters_cup,3,0,15,0,0,0,8,Federer R.,Blake J.,1.0,,shanghai_masters_cup
atp,2007,1,Adelaide,Next Generation Adelaide International,International,hard,3,True,2007-01-01,2007-01-07,31,2007_1_adelaide_next_generation_adelaide_international,4,0,29,0,2,0,25,Djokovic N.,Guccione C.,16.0,,adelaide_next_generation_adelaide_international
atp,2007,2,Chennai,Chennai Open,International,hard,3,True,2007-01-01,2007-01-07,31,2007_2_chennai_chennai_open,5,0,30,0,1,0,32,Malisse X.,Koubek S.,37.0,,chennai_chennai_open
atp,2007,3,Doha,Qatar Exxon Mobil Open,International,hard,3,True,2007-01-01,2007-01-06,31,2007_3_doha_qatar_exxon_mobil_open,5,0,31,0,0,0,32,Ljubicic I.,Murray A.,5.0,,doha_qatar_exxon_mobil_open
atp,2007,4,Auckland,Heineken Open,International,hard,3,True,2007-01-07,2007-01-13,31,2007_4_auckland_heineken_open,5,0,31,0,0,0,32,Ferrer D.,Robredo T.,16.0,,auckland_heineken_open
atp,2007,5,Sydney,Sydney International,International,hard,3,True,2007-01-08,2007-01-13,31,2007_5_sydney_sydney_international,5,0,27,0,3,1,32,Blake J.,Moya C.,5.0,,sydney_sydney_international
atp,2007,6,Melbourne,Australian Open,grand_slam,hard,5,True,2007-01-15,2007-01-28,127,2007_6_melbourne_australian_open,7,0,120,0,7,0,128,Federer R.,Gonzalez F.,1.0,,melbourne_australian_open
atp,2007,7,Delray Beach,International Championships,International,hard,3,True,2007-01-29,2007-02-04,31,2007_7_delray_beach_international_championships,4,0,31,0,0,0,24,Malisse X.,Blake J.,31.0,,delray_beach_international_championships
atp,2007,8,Vina del Mar,Movistar Open,International,clay,3,True,2007-01-29,2007-02-05,31,2007_8_vina_del_mar_movistar_open,4,0,30,0,1,0,25,Horna L.,Massu N.,66.0,,vina_del_mar_movistar_open
atp,2007,9,Zagreb,PBZ Zagreb Indoors,International,carpet,3,False,2007-01-29,2007-02-04,31,2007_9_zagreb_pbz_zagreb_indoors,5,0,30,0,1,0,32,Baghdatis M.,Ljubicic I.,21.0,,zagreb_pbz_zagreb_indoors
atp,2007,10,Costa Do Sauipe,Brasil Open,International,clay,3,True,2007-02-12,2007-02-18,31,2007_10_costa_do_sauipe_brasil_open,5,0,31,0,0,0,32,Canas G.,Ferrero J.C.,107.0,,costa_do_sauipe_brasil_open
atp,2007,11,Marseille,Open 13,International,hard,3,False,2007-02-12,2007-02-18,31,2007_11_marseille_open_13,5,0,28,0,3,0,32,Simon G.,Baghdatis M.,58.0,,marseille_open_13
atp,2007,12,San Jose,SAP Open,International,hard,3,False,2007-02-12,2007-02-18,31,2007_12_san_jose_sap_open,5,0,31,0,0,0,32,Murray A.,Karlovic I.,13.0,,san_jose_sap_open
atp,2007,13,Buenos Aires,Copa Telmex,International,clay,3,True,2007-02-19,2007-02-25,31,2007_13_buenos_aires_copa_telmex,4,0,30,0,1,0,27,Monaco J.,di Mauro A.,66.0,,buenos_aires_copa_telmex
atp,2007,14,Memphis,Regions Morgan Keegan Championships,International Gold,hard,3,False,2007-02-19,2007-02-25,31,2007_14_memphis_regions_morgan_keegan_championships,5,0,28,0,3,0,32,Haas T.,Roddick A.,9.0,,memphis_regions_morgan_keegan_championships
atp,2007,15,Rotterdam,ABN AMRO World Tennis Tournament,International Gold,hard,3,False,2007-02-19,2007-02-25,31,2007_15_rotterdam_abn_amro_world_tennis_tournament,5,0,30,0,1,0,32,Youzhny M.,Ljubicic I.,22.0,,rotterdam_abn_amro_world_tennis_tournament
atp,2007,16,Acapulco,Abierto Mexicano,International Gold,clay,3,True,2007-02-27,2007-03-04,31,2007_16_acapulco_abierto_mexicano,5,0,29,0,2,0,32,Chela J.I.,Moya C.,35.0,,acapulco_abierto_mexicano
atp,2007,17,Dubai,Dubai Tennis Championships,International Gold,hard,3,True,2007-02-26,2007-03-03,31,2007_17_dubai_dubai_tennis_championships,5,0,31,0,0,0,32,Federer R.,Youzhny M.,1.0,,dubai_dubai_tennis_championships
atp,2007,18,Las Vegas,Channel Open,International,hard,3,True,2007-02-26,2007-03-04,31,2007_18_las_vegas_channel_open,4,0,30,0,1,0,25,Hewitt L.,Melzer J.,21.0,,las_vegas_channel_open
atp,2007,19,Indian Wells,Pacific Life Open,Masters,hard,3,True,2007-03-09,2007-03-18,95,2007_19_indian_wells_pacific_life_open,7,0,95,0,0,0,96,Nadal R.,Djokovic N.,2.0,,indian_wells_pacific_life_open
atp,2007,20,Miami,Sony Ericsson Open,Masters,hard,3,True,2007-03-21,2007-04-01,95,2007_20_miami_sony_ericsson_open,7,0,91,0,3,1,96,Djokovic N.,Canas G.,10.0,,miami_sony_ericsson_open
atp,2007,21,Houston,U.S. Men's Clay Court Championships,International,clay,3,True,2007-04-09,2007-04-15,31,2007_21_houston_u_s_men_s_clay_court_championships,5,0,30,0,0,1,32,Karlovic I.,Zabaleta M.,108.0,,houston_u_s_men_s_clay_court_championships
atp,2007,22,Valencia,Open de Tenis Comunidad Valenciana,International,clay,3,True,2007-04-09,2007-04-15,31,2007_22_valencia_open_de_tenis_comunidad_valenciana,5,0,29,0,2,0,32,Almagro N.,Starace P.,31.0,,valencia_open_de_tenis_comunidad_valenciana
atp,2007,23,Monte Carlo,Monte Carlo Masters,Masters,clay,3,True,2007-04-15,2007-04-22,55,2007_23_monte_carlo_monte_carlo_masters,6,0,51,0,4,0,56,Nadal R.,Federer R.,2.0,,monte_carlo_monte_carlo_masters
atp,2007,24,Barcelona,Open Seat Godo,International Gold,clay,3,True,2007-04-23,2007-04-29,55,2007_24_barcelona_open_seat_godo,6,0,51,0,3,1,56,Nadal R.,Canas G.,2.0,,barcelona_open_seat_godo
atp,2007,25,Casablanca,Grand Prix Hassan II,International,clay,3,True,2007-04-23,2007-04-29,31,2007_25_casablanca_grand_prix_hassan_ii,5,0,30,0,1,0,32,Mathieu P.H.,Montanes A.,57.0,,casablanca_grand_prix_hassan_ii
atp,2007,26,Estoril,Estoril Open,International,clay,3,True,2007-04-29,2007-05-06,31,2007_26_estoril_estoril_open,5,0,28,0,3,0,32,Djokovic N.,Gasquet R.,5.0,,estoril_estoril_open
atp,2007,27,Munich,BMW Open,International,clay,3,True,2007-04-30,2007-05-06,31,2007_27_munich_bmw_open,5,0,30,0,1,0,32,Kohlschreiber P.,Youzhny M.,49.0,,munich_bmw_open
atp,2007,28,Rome,Internazionali BNL d'Italia,Masters,clay,3,True,2007-05-07,2007-05-13,55,2007_28_rome_internazionali_bnl_d_italia,6,0,54,0,1,0,56,Nadal R.,Gonzalez F.,2.0,,rome_internazionali_bnl_d_italia
atp,2007,29,Hamburg,Hamburg TMS,Masters,clay,3,True,2007-05-14,2007-05-20,55,2007_29_hamburg_hamburg_tms,6,0,53,0,2,0,56,Federer R.,Nadal R.,1.0,,hamburg_hamburg_tms
atp,2007,30,Portschach,Hypo Group Tennis International,International,clay,3,True,2007-05-20,2007-05-26,31,2007_30_portschach_hypo_group_tennis_international,5,0,31,0,0,0,32,Monaco J.,Monfils G.,47.0,,portschach_hypo_group_tennis_international
atp,2007,31,Paris,French Open,grand_slam,clay,5,True,2007-05-27,2007-06-10,127,2007_31_paris_french_open,7,0,119,0,7,1,128,Nadal R.,Federer R.,2.0,,paris_french_open
atp,2007,32,Halle,Gerry Weber Open,International,grass,3,True,2007-06-11,2007-06-17,31,2007_32_halle_gerry_weber_open,5,0,29,0,1,1,32,Berdych T.,Baghdatis M.,13.0,,halle_gerry_weber_open
atp,2007,33,Queens Club,Stella Artois,International,grass,3,True,2007-06-11,2007-06-17,55,2007_33_queens_club_stella_artois,6,0,54,0,1,0,56,Roddick A.,Mahut N.,5.0,,queens_club_stella_artois
atp,2007,34,'s-Hertogenbosch,Ordina Open,International,grass,3,True,2007-06-17,2007-06-23,31,2007_34_s_hertogenbosch_ordina_open,5,0,29,0,2,0,32,Ljubicic I.,Wessels P.,13.0,,s_hertogenbosch_ordina_open
atp,2007,35,Nottingham,The Nottingham Open,International,grass,3,True,2007-06-18,2007-06-23,31,2007_35_nottingham_the_nottingham_open,5,0,31,0,0,0,32,Karlovic I.,Clement A.,61.0,,nottingham_the_nottingham_open
atp,2007,36,London,Wimbledon,grand_slam,grass,5,True,2007-06-25,2007-07-08,127,2007_36_london_wimbledon,7,0,123,0,3,1,128,Federer R.,Nadal R.,1.0,,london_wimbledon
atp,2007,37,Bastad,Catella Swedish Open,International,clay,3,True,2007-07-09,2007-07-15,31,2007_37_bastad_catella_swedish_open,5,0,31,0,0,0,32,Ferrer D.,Almagro N.,15.0,,bastad_catella_swedish_open
atp,2007,38,Gstaad,Allianz Suisse Open,International,clay,3,True,2007-07-09,2007-07-15,31,2007_38_gstaad_allianz_suisse_open,5,0,31,0,0,0,32,Mathieu P.H.,Seppi A.,28.0,,gstaad_allianz_suisse_open
atp,2007,39,Newport,Hall of Fame Championships,International,grass,3,True,2007-07-09,2007-07-15,31,2007_39_newport_hall_of_fame_championships,5,0,31,0,0,0,32,Santoro F.,Mahut N.,68.0,,newport_hall_of_fame_championships
atp,2007,40,Amersfoort,Dutch Open,International,clay,3,True,2007-07-16,2007-07-22,31,2007_40_amersfoort_dutch_open,5,0,31,0,0,0,32,Darcis S.,Eschauer W.,297.0,,amersfoort_dutch_open
atp,2007,41,Los Angeles,Countrywide Classic,International,hard,3,True,2007-07-16,2007-07-22,31,2007_41_los_angeles_countrywide_classic,5,0,28,0,2,1,32,Stepanek R.,Blake J.,101.0,,los_angeles_countrywide_classic
atp,2007,42,Stuttgart,Mercedes Cup,International,clay,3,True,2007-07-16,2007-07-22,31,2007_42_stuttgart_mercedes_cup,5,0,30,0,1,0,32,Nadal R.,Wawrinka S.,2.0,,stuttgart_mercedes_cup
atp,2007,43,Indianapolis,Indianapolis Tennis Championships,International,hard,3,True,2007-07-23,2007-07-29,31,2007_43_indianapolis_indianapolis_tennis_championships,5,0,30,0,1,0,32,Tursunov D.,Dancevic F.,27.0,,indianapolis_indianapolis_tennis_championships
atp,2007,44,Kitzbuhel,Austrian Open,International Gold,clay,3,True,2007-07-23,2007-07-29,47,2007_44_kitzbuhel_austrian_open,6,0,47,0,0,0,48,Monaco J.,Starace P.,32.0,,kitzbuhel_austrian_open
atp,2007,45,Umag,Croatia Open,International,clay,3,True,2007-07-23,2007-07-29,31,2007_45_umag_croatia_open,5,0,30,0,1,0,32,Moya C.,Pavel A.,20.0,,umag_croatia_open
atp,2007,46,Sopot,Idea Prokom Open,International,clay,3,True,2007-07-30,2007-08-05,31,2007_46_sopot_idea_prokom_open,5,0,29,0,2,0,32,Robredo T.,Acasuso J.,7.0,,sopot_idea_prokom_open
atp,2007,47,Washington,Legg Mason Classic,International Gold,hard,3,True,2007-07-29,2007-08-05,47,2007_47_washington_legg_mason_classic,6,0,45,0,2,0,48,Roddick A.,Isner J.,5.0,,washington_legg_mason_classic
atp,2007,48,Montreal,Rogers Masters,Masters,hard,3,True,2007-08-05,2007-08-13,55,2007_48_montreal_rogers_masters,6,0,52,0,2,1,56,Djokovic N.,Federer R.,4.0,,montreal_rogers_masters
atp,2007,49,Cincinnati,Western & Southern Financial Group Masters,Masters,hard,3,True,2007-08-13,2007-08-19,55,2007_49_cincinnati_western_southern_financial_group_masters,6,0,53,0,2,0,56,Federer R.,Blake J.,1.0,,cincinnati_western_southern_financial_group_masters
atp,2007,50,New Haven,Pilot Pen Tennis,International Gold,hard,3,True,2007-08-19,2007-08-25,47,2007_50_new_haven_pilot_pen_tennis,6,0,47,0,0,0,48,Blake J.,Fish M.,6.0,,new_haven_pilot_pen_tennis
atp,2007,51,New York,US Open,grand_slam,hard,5,True,2007-08-27,2007-09-09,127,2007_51_new_york_us_open,7,0,119,0,7,1,128,Federer R.,Djokovic N.,1.0,,new_york_us_open
atp,2007,52,Beijing,China Open,International,hard,3,True,2007-09-10,2007-09-16,31,2007_52_beijing_china_open,5,0,30,0,1,0,32,Gonzalez F.,Robredo T.,7.0,,beijing_china_open
atp,2007,53,Bucharest,Open Romania,International,clay,3,True,2007-09-10,2007-09-16,31,2007_53_bucharest_open_romania,5,0,29,0,2,0,32,Simon G.,Hanescu V.,42.0,,bucharest_open_romania
atp,2007,54,Bangkok,Thailand Open,International,hard,3,False,2007-09-25,2007-09-30,31,2007_54_bangkok_thailand_open,5,0,31,0,0,0,32,Tursunov D.,Becker B.,29.0,,bangkok_thailand_open
atp,2007,55,Mumbai,Kingfisher Airlines Tennis Open,International,hard,3,False,2007-09-24,2007-09-30,31,2007_55_mumbai_kingfisher_airlines_tennis_open,5,0,29,0,2,0,32,Gasquet R.,Rochus O.,14.0,,mumbai_kingfisher_airlines_tennis_open
atp,2007,56,Metz,Open de Moselle,International,hard,3,False,2007-10-01,2007-10-07,31,2007_56_metz_open_de_moselle,5,0,29,0,2,0,32,Robredo T.,Murray A.,9.0,,metz_open_de_moselle
atp,2007,57,Tokyo,AIG Japan Open Tennis Championships,International Gold,hard,3,True,2007-10-01,2007-10-07,47,2007_57_tokyo_aig_japan_open_tennis_championships,6,0,46,0,1,0,48,Ferrer D.,Gasquet R.,8.0,,tokyo_aig_japan_open_tennis_championships
atp,2007,58,Moscow,Kremlin Cup,International,carpet,3,False,2007-10-08,2007-10-14,31,2007_58_moscow_kremlin_cup,5,0,29,0,2,0,32,Davydenko N.,Mathieu P.H.,4.0,,moscow_kremlin_cup
atp,2007,59,Stockholm,Stockholm Open,International,hard,3,False,2007-10-07,2007-10-14,31,2007_59_stockholm_stockholm_open,5,0,29,0,1,1,32,Karlovic I.,Johansson T.,25.0,,stockholm_stockholm_open
atp,2007,60,Vienna,BA-CA Tennis Trophy,International Gold,hard,3,False,2007-10-07,2007-10-14,31,2007_60_vienna_ba_ca_tennis_trophy,5,0,31,0,0,0,32,Djokovic N.,Wawrinka S.,3.0,,vienna_ba_ca_tennis_trophy
atp,2007,61,Madrid,Madrid Masters,Masters,hard,3,False,2007-10-15,2007-10-21,47,2007_61_madrid_madrid_masters,6,0,47,0,0,0,48,Nalbandian D.,Federer R.,25.0,,madrid_madrid_masters
atp,2007,62,Basel,Davidoff Swiss Indoors,International,carpet,3,False,2007-10-23,2007-10-28,31,2007_62_basel_davidoff_swiss_indoors,5,0,30,0,1,0,32,Federer R.,Nieminen J.,1.0,,basel_davidoff_swiss_indoors
atp,2007,63,Lyon,Grand Prix de Lyon,International,carpet,3,False,2007-10-22,2007-10-28,31,2007_63_lyon_grand_prix_de_lyon,5,0,31,0,0,0,32,Grosjean S.,Gicquel M.,81.0,,lyon_grand_prix_de_lyon
atp,2007,64,St. Petersburg,St. Petersburg Open,International,carpet,3,False,2007-10-22,2007-10-28,31,2007_64_st_petersburg_st_petersburg_open,5,0,30,0,1,0,32,Murray A.,Verdasco F.,16.0,,st_petersburg_st_petersburg_open
atp,2007,65,Paris,BNP Paribas,Masters,carpet,3,False,2007-10-28,2007-11-04,47,2007_65_paris_bnp_paribas,6,0,47,0,0,0,48,Nalbandian D.,Nadal R.,21.0,,paris_bnp_paribas
atp,2007,66,Shanghai,Masters Cup,tour_finals,hard,3,False,2007-11-11,2007-11-18,15,2007_66_shanghai_masters_cup,3,0,15,0,0,0,8,Federer R.,Ferrer D.,1.0,,shanghai_masters_cup
atp,2008,1,Adelaide,Next Generation Adelaide International,International,hard,3,True,2007-12-31,2008-01-06,31,2008_1_adelaide_next_generation_adelaide_international,5,0,30,0,1,0,32,Llodra M.,Nieminen J.,93.0,,adelaide_next_generation_adelaide_international
atp,2008,2,Chennai,Chennai Open,International,hard,3,True,2007-12-31,2008-01-06,31,2008_2_chennai_chennai_open,5,0,31,0,0,0,31,Youzhny M.,Nadal R.,19.0,,chennai_chennai_open
atp,2008,3,Doha,Qatar Exxon Mobil Open,International,hard,3,True,2007-12-31,2008-01-05,31,2008_3_doha_qatar_exxon_mobil_open,5,0,29,0,0,2,32,Murray A.,Wawrinka S.,11.0,,doha_qatar_exxon_mobil_open
atp,2008,4,Auckland,Heineken Open,International,hard,3,True,2008-01-07,2008-01-12,31,2008_4_auckland_heineken_open,5,0,31,0,0,0,32,Kohlschreiber P.,Ferrero J.C.,31.0,,auckland_heineken_open
atp,2008,5,Sydney,Medibank International,International,hard,3,True,2008-01-07,2008-01-12,31,2008_5_sydney_medibank_international,5,0,30,0,1,0,32,Tursunov D.,Guccione C.,35.0,,sydney_medibank_international
atp,2008,6,Melbourne,Australian Open,grand_slam,hard,5,True,2008-01-14,2008-01-27,127,2008_6_melbourne_australian_open,7,0,123,0,4,0,128,Djokovic N.,Tsonga J.W.,3.0,,melbourne_australian_open
atp,2008,7,Vina del Mar,Movistar Open,International,clay,3,True,2008-01-28,2008-02-03,31,2008_7_vina_del_mar_movistar_open,5,0,30,0,0,1,32,Gonzalez F.,Monaco J.,24.0,,vina_del_mar_movistar_open
atp,2008,8,Costa Do Sauipe,Brasil Open,International,clay,3,True,2008-02-11,2008-02-17,31,2008_8_costa_do_sauipe_brasil_open,5,0,31,0,0,0,32,Almagro N.,Moya C.,31.0,,costa_do_sauipe_brasil_open
atp,2008,9,Delray Beach,International Championships,International,hard,3,True,2008-02-11,2008-02-17,31,2008_9_delray_beach_international_championships,5,0,30,0,1,0,32,Nishikori K.,Blake J.,244.0,,delray_beach_international_championships
atp,2008,10,Marseille,Open 13,International,hard,3,False,2008-02-11,2008-02-17,31,2008_10_marseille_open_13,5,0,30,0,1,0,32,Murray A.,Ancic M.,11.0,,marseille_open_13
atp,2008,11,Buenos Aires,Copa Telmex,International,clay,3,True,2008-02-18,2008-02-24,31,2008_11_buenos_aires_copa_telmex,5,0,29,0,2,0,32,Nalbandian D.,Acasuso J.,11.0,,buenos_aires_copa_telmex
atp,2008,12,Rotterdam,ABN AMRO World Tennis Tournament,International Gold,hard,3,False,2008-02-18,2008-02-24,31,2008_12_rotterdam_abn_amro_world_tennis_tournament,5,0,31,0,0,0,32,Llodra M.,Soderling R.,58.0,,rotterdam_abn_amro_world_tennis_tournament
atp,2008,13,San Jose,SAP Open,International,hard,3,False,2008-02-18,2008-02-24,31,2008_13_san_jose_sap_open,5,0,30,0,1,0,32,Roddick A.,Stepanek R.,6.0,,san_jose_sap_open
atp,2008,14,Acapulco,Abierto Mexicano,International Gold,clay,3,True,2008-02-25,2008-03-02,31,2008_14_acapulco_abierto_mexicano,5,0,31,0,0,0,32,Almagro N.,Nalbandian D.,28.0,,acapulco_abierto_mexicano
atp,2008,15,Memphis,Regions Morgan Keegan Championships,International Gold,hard,3,False,2008-02-25,2008-03-02,31,2008_15_memphis_regions_morgan_keegan_championships,5,0,30,0,1,0,32,Darcis S.,Soderling R.,81.0,,memphis_regions_morgan_keegan_championships
atp,2008,16,Zagreb,PBZ Zagreb Indoors,International,carpet,3,False,2008-02-25,2008-03-01,31,2008_16_zagreb_pbz_zagreb_indoors,5,0,30,0,1,0,32,Stakhovsky S.,Ljubicic I.,209.0,,zagreb_pbz_zagreb_indoors
atp,2008,17,Dubai,Dubai Tennis Championships,International Gold,hard,3,True,2008-03-03,2008-03-08,31,2008_17_dubai_dubai_tennis_championships,5,0,31,0,0,0,32,Roddick A.,Lopez F.,6.0,,dubai_dubai_tennis_championships
atp,2008,18,Las Vegas,Channel Open,International,hard,3,True,2008-03-03,2008-03-10,31,2008_18_las_vegas_channel_open,5,0,29,0,2,0,32,Querrey S.,Anderson K.,66.0,,las_vegas_channel_open
atp,2008,19,Indian Wells,Pacific Life Open,Masters,hard,3,True,2008-03-13,2008-03-23,95,2008_19_indian_wells_pacific_life_open,7,0,94,0,0,1,96,Djokovic N.,Fish M.,3.0,,indian_wells_pacific_life_open
atp,2008,20,Miami,Sony Ericsson Open,Masters,hard,3,True,2008-03-26,2008-04-06,95,2008_20_miami_sony_ericsson_open,7,0,94,0,1,0,96,Davydenko N.,Nadal R.,4.0,,miami_sony_ericsson_open
atp,2008,21,Estoril,Estoril Open,International,clay,3,True,2008-04-14,2008-04-20,31,2008_21_estoril_estoril_open,5,0,28,0,3,0,32,Federer R.,Davydenko N.,1.0,,estoril_estoril_open
atp,2008,22,Houston,U.S. Men's Clay Court Championships,International,clay,3,True,2008-04-14,2008-04-20,31,2008_22_houston_u_s_men_s_clay_court_championships,5,0,31,0,0,0,32,Granollers M.,Blake J.,84.0,,houston_u_s_men_s_clay_court_championships
atp,2008,23,Valencia,Open de Tenis Comunidad Valenciana,International,clay,3,True,2008-04-14,2008-04-20,31,2008_23_valencia_open_de_tenis_comunidad_valenciana,5,0,27,0,4,0,32,Ferrer D.,Almagro N.,5.0,,valencia_open_de_tenis_comunidad_valenciana
