tournament_group_id,group_name,level,title,year,start_date,end_date,surface,in_outdoor,city,country,singles_draw_size,doubles_draw_size,prize_money,prize_money_currency,singles_champion,status
562,OSAKA,ITF,"WTT W35 - OSAKA, JAPAN",2026,2026-04-06,2026-04-12,Hard,O,,JPN,32,16,30000,USD,Kyoka Okamura,past
773,CALVI,ITF,"WTT W75 - CALVI, FRANCE",2026,2026-04-06,2026-04-12,Hard,O,,FRA,32,16,60000,USD,Jeline Vandromme,past
3155,ANNING,ITF,"WTT W35 - ANNING, CHINA",2026,2026-04-06,2026-04-12,Clay,O,,CHN,32,16,30000,USD,Anastasia Zolotareva,past
3048,SANTA MARGHERITA DI PULA 2,ITF,"WTT W35 - SANTA MARGHERITA DI PULA 2, ITALY",2026,2026-04-06,2026-04-12,Clay,O,,ITA,32,16,30000,USD,Tyra Caterina Grant,past
3033,SHARM EL SHEIKH 11,ITF,"WTT W15 - SHARM EL SHEIKH 11, EGYPT",2026,2026-04-06,2026-04-12,Hard,O,,EGY,32,16,15000,USD,Katarina Kuzmova,past
1164,MADRID 125,WTA 125,"Grand Prix Open Villa de Madrid by Silverway - Madrid, ESP",2026,2026-04-06,2026-04-12,Clay,O,MADRID,ESP,32,16,115000,USD,Lisa Pigato,past
4694,ZEPHYRHILLS,ITF,"WTT W35 - ZEPHYRHILLS, FL, USA",2026,2026-04-13,2026-04-19,Clay,O,,USA,32,16,30000,USD,Akasha Urhobo,past
4692,BUJUMBURA 2,ITF,"WTT W50 - BUJUMBURA 2, BURUNDI",2026,2026-04-13,2026-04-19,Clay,O,,BUR,32,16,40000,USD,Alice Tubello,past
200,PRETORIA,ITF,"WTT W15 - PRETORIA, SOUTH AFRICA",2026,2026-04-13,2026-04-19,Hard,O,,RSA,32,16,15000,USD,Lan Mi,past
4372,MONASTIR 16,ITF,"WTT W15 - MONASTIR 16, TUNISIA",2026,2026-04-13,2026-04-19,Hard,O,,TUN,32,16,15000,USD,Adithya Karunaratne,past
4322,LUZHOU,ITF,"WTT W35 - LUZHOU, CHINA",2026,2026-04-13,2026-04-19,Clay,O,,CHN,32,16,30000,USD,Zhuoxuan Bai,past
721,SINGAPORE,ITF,"WTT W15 - SINGAPORE, SINGAPORE",2026,2026-04-13,2026-04-19,Hard,I,,SGP,32,16,15000,USD,Valentina Ivanov,past
4255,ORLANDO 2,ITF,"WTT W15 - ORLANDO, FLORIDA 2, USA",2026,2026-04-13,2026-04-19,Clay,O,,USA,32,16,15000,USD,Margaux Maquet,past
3083,SANTA MARGHERITA DI PULA 3,ITF,"WTT W35 - SANTA MARGHERITA DI PULA 3, ITALY",2026,2026-04-13,2026-04-19,Clay,O,,ITA,32,16,30000,USD,Samira De Stefano,past
3034,SHARM ELSHEIKH 12,ITF,"WTT W15 - SHARM EL SHEIKH 12, EGYPT",2026,2026-04-13,2026-04-19,Hard,O,,EGY,32,16,15000,USD,Lamis Alhussein Abdel Aziz,past
1051,STUTTGART,WTA 500,"Porsche Tennis Grand Prix - Stuttgart, GER",2026,2026-04-13,2026-04-19,Clay,I,STUTTGART,GER,28,16,1206446,USD,Elena Rybakina,past
1106,OEIRAS 125,WTA 125,"Oeiras Jamor Ladies Open - Oeiras, POR",2026,2026-04-13,2026-04-19,Clay,O,OEIRAS,POR,32,16,225000,USD,Maja Chwalinska,past
4859,PORTOROZ,ITF,"WTT W75 - PORTOROZ, SLOVENIA",2026,2026-04-13,2026-04-19,Clay,O,,SLO,32,16,60000,USD,Sara Sorribes Tormo,past
2468,MIYAZAKI,ITF,"WTT W35 - MIYAZAKI, JAPAN",2026,2026-04-13,2026-04-19,Clay,O,,JPN,32,16,30000,USD,Hayu Kinoshita,past
2066,ROUEN,WTA 250,"Open Capfinances Rouen Métropole - Rouen, FRA",2026,2026-04-13,2026-04-19,Clay,I,ROUEN,FRA,32,16,283347,USD,Marta Kostyuk,past
27,CHARLOTTESVILLE,ITF,"WTT W100 - CHARLOTTESVILLE, VA, USA",2026,2026-04-20,2026-04-26,Clay,O,,USA,32,16,100000,USD,Renata Zarazua,past
4608,ORLANDO 3,ITF,"WTT W15 - ORLANDO, FLORIDA 3, USA",2026,2026-04-20,2026-04-26,Clay,O,,USA,32,16,15000,USD,Welles Newman,past
4488,MONASTIR 17,ITF,"WTT W15 - MONASTIR 17, TUNISIA",2026,2026-04-20,2026-04-26,Hard,O,,TUN,32,16,15000,USD,Elena Milovanovic,past
4373,SINGAPORE 2,ITF,"WTT W15 - SINGAPORE 2, SINGAPORE",2026,2026-04-20,2026-04-26,Hard,I,,SGP,32,16,15000,USD,Rinko Matsuda,past
4321,BAOTOU,ITF,"WTT W50 - BAOTOU, CHINA",2026,2026-04-20,2026-04-26,Clay,I,,CHN,32,16,40000,USD,Xiyu Wang,past
4815,ROEHAMPTON 3,ITF,"WTT W50 - ROEHAMPTON, GREAT BRITAIN",2026,2026-04-20,2026-04-26,Hard,O,,GBR,32,16,40000,USD,Vendula Valdmannova,past
3090,SANTA MARGHERITA DI PULA 5,ITF,"WTT W35 - SANTA MARGHERITA DI PULA 4, ITALY",2026,2026-04-20,2026-04-26,Clay,O,,ITA,32,16,30000,USD,Tara Wuerth,past
3037,SHARM ELSHEIKH 13,ITF,"WTT W35 - SHARM EL SHEIKH 13, EGYPT",2026,2026-04-20,2026-04-26,Hard,O,,EGY,32,16,30000,USD,Stephanie Visscher,past
2844,CHIASSO,ITF,"WTT W75 - CHIASSO, SWITZERLAND",2026,2026-04-20,2026-04-26,Clay,O,,SUI,32,16,60000,USD,Maria Timofeeva,past
2743,PRETORIA 2,ITF,"WTT W15 - PRETORIA 2, SOUTH AFRICA",2026,2026-04-20,2026-04-26,Hard,O,,RSA,32,16,15000,USD,Ksenia Smirnova,past
2230,TOKYO,ITF,"WTT W100 - TOKYO, JAPAN",2026,2026-04-20,2026-04-26,Hard,O,,JPN,32,16,100000,USD,Taylah Preston,past
1159,OEIRAS 125 OUTDOOR #2,WTA 125,"Oeiras Open CETO - Oeiras, POR",2026,2026-04-20,2026-04-26,Clay,O,OEIRAS,POR,32,16,115000,USD,Fiona Ferro,past
4958,PANIPAT,ITF,"WTT W15 - PANIPAT, INDIA",2026,2026-04-20,2026-04-26,Hard,O,,IND,32,16,15000,USD,Michika Ozeki,past
4957,MIYAZAKI 2,ITF,"WTT W35 - MIYAZAKI 2, JAPAN",2026,2026-04-20,2026-04-26,Hard,O,,JPN,32,16,30000,USD,Hanna Chang,past
349,CHARLOTTE,ITF,"WTT W35 - CHARLOTTE, NC, USA",2026,2026-04-20,2026-04-26,Hard,O,,USA,32,16,30000,USD,Amelia Honer,past
1038,MADRID,WTA 1000,"Mutua Madrid Open - Madrid, ESP",2026,2026-04-21,2026-05-03,Clay,O,MADRID,ESP,96,32,8235540,USD,Marta Kostyuk,past
4687,BOCA RATON 2,ITF,"WTT W35 - BOCA RATON 2, FLORIDA",2026,2026-04-27,2026-05-03,Clay,O,,USA,32,16,30000,USD,Amelia Honer,past
4877,LUAN 2,ITF,"WTT W15 - LUAN 2, CHINA",2026,2026-04-27,2026-05-03,Hard,O,,CHN,32,16,15000,USD,Jiayi Wang,past
4911,HURGHADA 3,ITF,"WTT W15 - HURGHADA 3, EGYPT",2026,2026-04-27,2026-05-03,Hard,O,,EGY,32,16,15000,USD,Ekaterina Tupitsyna,past
4853,OEGSTGEEST,ITF,"WTT W15 - OEGSTGEEST, NETHERLANDS",2026,2026-04-27,2026-05-03,Clay,O,,NED,32,16,15000,USD,Denisa Zoldakova,past
2632,GOYANG,ITF,"WTT W35 - GOYANG, KOREA",2026,2026-04-27,2026-05-03,Hard,O,,KOR,32,16,30000,USD,Sohyun Park,past
4792,LOPOTA,ITF,"WTT W75 - LOPOTA, GEORGIA",2026,2026-04-27,2026-05-02,Hard,O,,GEO,32,16,60000,USD,Alexandra Shubladze,past
2680,WIESBADEN,ITF,"WTT W100 - WIESBADEN, GERMANY",2026,2026-04-27,2026-05-03,Clay,O,,GER,32,16,100000,USD,Noma Noha Akugue,past
1142,HUZHOU 125,WTA 125,"2026 Huzhou Open · HuzhouWuxing - Huzhou, CHN",2026,2026-04-27,2026-05-03,Clay,O,HUZHOU,CHN,32,16,115000,USD,Katarzyna Kawa,past
593,NOTTINGHAM,ITF,"WTT W35 - NOTTINGHAM, GREAT BRITAIN",2026,2026-04-27,2026-05-03,Hard,O,,GBR,32,16,30000,USD,Yuriko Lily Miyazaki,past
873,GIFU,ITF,"WTT W100 - GIFU, JAPAN",2026,2026-04-27,2026-05-03,Hard,O,,JPN,32,16,100000,USD,Mananchaya Sawangkaew,past
3089,SANTA MARGHERITA DI PULA 4,ITF,"WTT W35 - SANTA MARGHERITA DI PULA 5, ITALY",2026,2026-04-27,2026-05-03,Clay,O,,ITA,32,16,30000,USD,Giorgia Pedone,past
4687,BOCA RATON 2,ITF,"WTT W35 - BOCA RATON 2, FLORIDA",2026,2026-04-27,2026-05-03,Clay,O,,USA,32,16,30000,USD,Amelia Honer,past
4792,LOPOTA,ITF,"WTT W75 - LOPOTA, GEORGIA",2026,2026-04-27,2026-05-02,Hard,O,,GEO,32,16,60000,USD,Alexandra Shubladze,past
4853,OEGSTGEEST,ITF,"WTT W15 - OEGSTGEEST, NETHERLANDS",2026,2026-04-27,2026-05-03,Clay,O,,NED,32,16,15000,USD,Denisa Zoldakova,past
4876,NAKHON PATHOM,ITF,"WTT W15 - NAKHON PATHOM, THAILAND",2026,2026-04-27,2026-05-03,Hard,O,,THA,32,16,15000,USD,Gyeong Seo Lee,past
4877,LUAN 2,ITF,"WTT W15 - LUAN 2, CHINA",2026,2026-04-27,2026-05-03,Hard,O,,CHN,32,16,15000,USD,Jiayi Wang,past
4911,HURGHADA 3,ITF,"WTT W15 - HURGHADA 3, EGYPT",2026,2026-04-27,2026-05-03,Hard,O,,EGY,32,16,15000,USD,Ekaterina Tupitsyna,past
4959,BONITA SPRINGS 2,ITF,"WTT W100 - BONITA SPRINGS 2, FL, USA",2026,2026-04-27,2026-05-03,Clay,O,,USA,32,16,100000,USD,Angela Fita Boluda,past
4960,MBOMBELA,ITF,"WTT W15 - MBOMBELA, SOUTH AFRICA",2026,2026-04-27,2026-05-03,Hard,O,,RSA,32,16,15000,USD,Dune Vaissaud,past
330,FUKUOKA,ITF,"WTT W35 - FUKUOKA, JAPAN",2026,2026-05-04,2026-05-10,Carpet,O,,JPN,32,16,30000,USD,Katie Swan,past
488,BEOGRAD,ITF,WTT W15 - BEOGRAD SERBIA,2026,2026-05-04,2026-05-10,Clay,O,,SRB,32,16,15000,USD,Nina Vargova,past
636,NOTTINGHAM 2,ITF,"WTT W35 - NOTTINGHAM 2, GREAT BRITAIN",2026,2026-05-04,2026-05-10,Hard,O,,GBR,32,16,30000,USD,Alicia Dudeney,past
935,SAINT GAUDENS,ITF,"WTT W75 - SAINT GAUDENS, FRANCE",2026,2026-05-04,2026-05-10,Clay,O,,FRA,32,16,60000,USD,Kaitlin Quevedo,past
1160,ISTANBUL 125,WTA 125,"Istanbul Open - Istanbul, TUR",2026,2026-05-04,2026-05-10,Clay,O,ISTANBUL,TUR,32,16,115000,USD,Maria Timofeeva,past
1165,JIUJIANG 125,WTA 125,"Jiangxi Open - Jiujiang, CHN",2026,2026-05-04,2026-05-10,Hard,O,JIUJIANG,CHN,32,16,115000,USD,En-Shuo Liang,past
2263,CHANGWON,ITF,"WTT W35 - CHANGWON, KOREA",2026,2026-05-04,2026-05-10,Hard,O,,KOR,32,16,30000,USD,Hanna Chang,past
2458,INDIAN HARBOUR BEACH,ITF,"WTT W100 - INDIAN HARBOUR BEACH, FLORIDA",2026,2026-05-04,2026-05-10,Clay,O,,USA,32,16,100000,USD,Kristina Liutova,past
3151,SANTA MARGHERITA DI PULA 6,ITF,"WTT W35 - SANTA MARGHERITA DI PULA 6, ITALY",2026,2026-05-04,2026-05-10,Clay,O,,ITA,32,16,30000,USD,Verena Meliss,past
4493,MONASTIR 19,ITF,"WTT W35 - MONASTIR 19, TUNISIA",2026,2026-05-04,2026-05-10,Hard,O,,TUN,32,16,30000,USD,Victoria Milovanova,past
4693,BOCA RATON 3,ITF,"WTT W35 - BOCA RATON 3, FLORIDA",2026,2026-05-04,2026-05-10,Clay,O,,USA,32,16,30000,USD,Justina Gonzalez Daniele,past
4722,NAKHON SI THAMMARAT 2,ITF,"WTT W15 - NAKHON PATHOM 2, THAILAND",2026,2026-05-04,2026-05-10,Hard,O,,THA,32,16,15000,USD,Patcharin Cheapchandej,past
4794,LOPOTA 2,ITF,"WTT W50 - LOPOTA 2, GEORGIA",2026,2026-05-04,2026-05-10,Hard,O,,GEO,32,16,40000,USD,Vendula Valdmannova,past
4854,KALMAR,ITF,"WTT W15 - KALMAR, SWEDEN",2026,2026-05-04,2026-05-10,Clay,O,,SWE,32,16,15000,USD,Sara Dahlstrom,past
4855,PLATJA D'ARO,ITF,"WTT W35 - PLATJA D'ARO, SPAIN",2026,2026-05-04,2026-05-10,Clay,O,,ESP,32,16,30000,USD,Ane Mintegi Del Olmo,past
4879,LUAN 3,ITF,"WTT W15 - LUAN 3, CHINA",2026,2026-05-04,2026-05-10,Hard,O,,CHN,32,16,15000,USD,Tiana Tian Deng,past
4961,TUMKUR,ITF,"WTT W35 - TUMKUR, INDIA",2026,2026-05-04,2026-05-10,Hard,O,,IND,32,16,30000,USD,Justina Mikulskyte,past
4962,MBOMBELA 2,ITF,"WTT W15 - MBOMBELA, SOUTH AFRICA 2",2026,2026-05-04,2026-05-10,Hard,O,,RSA,32,16,15000,USD,Ann Akasha Ceuca,past
4963,HURGHADA 4,ITF,"WTT W15 - HURGHADA 4, EGYPT",2026,2026-05-04,2026-05-10,Hard,O,,EGY,32,16,15000,USD,Ekaterina Tupitsyna,past
4964,REICHSTETT,ITF,"WTT W15 - REICHSTETT, FRANCE",2026,2026-05-04,2026-05-10,Clay,O,,FRA,32,16,15000,USD,Valentina  Steiner,past
709,ROME,WTA 1000,"Internazionali BNL d'Italia - Rome, ITA",2026,2026-05-05,2026-05-17,Clay,O,ROME,ITA,96,32,8312293,USD,Elina Svitolina,past
253,ZAGREB,ITF,"WTT W75 - ZAGREB, CROATIA",2026,2026-05-11,2026-05-16,Clay,O,,CRO,32,16,60000,USD,Erika Andreeva,past
409,BASTAD,ITF,"WTT W35 - BASTAD, SWEDEN",2026,2026-05-11,2026-05-17,Clay,O,,SWE,32,16,30000,USD,Britt Du Pree,past
552,KLAGENFURT,ITF,"WTT W15 - KLAGENFURT, AUSTRIA",2026,2026-05-11,2026-05-16,Clay,O,,AUT,32,16,15000,USD,Pia Lovric,past
591,GABORONE,ITF,"WTT W15 - GABORONE, BOTSWANA",2026,2026-05-11,2026-05-17,Hard,O,,BOT,32,16,15000,USD,Lan Mi,past
910,BUCHAREST,ITF,"WTT W15 - BUCHAREST, ROMANIA",2026,2026-05-11,2026-05-17,Clay,O,,ROU,32,16,15000,USD,Felitsata Dorofeeva-Rybas,past
2041,PARMA 125,WTA 125,"Parma Ladies Open presented by Iren - Parma, ITA",2026,2026-05-11,2026-05-16,Clay,O,PARMA,ITA,32,16,115000,USD,Dayana Yastremska,past
2057,PARIS 125,WTA 125,"Trophée Clarins  - Paris, FRA",2026,2026-05-11,2026-05-17,Clay,O,PARIS,FRA,32,8,115000,USD,Diane Parry,past
2253,MONZON,ITF,"WTT W15 - MONZON, SPAIN",2026,2026-05-11,2026-05-17,Hard,O,,ESP,32,16,15000,USD,Shannon Lam,past
2410,KURUME,ITF,"WTT W75 - KURUME, JAPAN",2026,2026-05-11,2026-05-17,Carpet,O,,JPN,32,16,60000,USD,Katie Swan,past
2862,BETHANY BEACH,ITF,"WTT W35 - BETHANY BEACH, DE, USA",2026,2026-05-11,2026-05-17,Clay,O,,USA,32,16,30000,USD,Eryn Cayetano,past
4494,MONASTIR 20,ITF,"WTT W35 - MONASTIR 20, TUNISIA",2026,2026-05-11,2026-05-17,Hard,O,,TUN,32,16,30000,USD,Elena Milovanovic,past
4695,"KURSUMLIJSKA BANJA,",ITF,"WTT W15- KURSUMLIJSKA BANJA, SERBIA",2026,2026-05-11,2026-05-17,Clay,O,,SRB,32,16,15000,USD,Marie Mettraux,past
4702,TRNAVA 3,ITF,"WTT W75 - TRNAVA 3, SLOVAKIA",2026,2026-05-11,2026-05-17,Clay,O,,SLO,32,16,60000,USD,Claire Liu,past
4796,TOYAMA,ITF,"WTT W15 - TOYAMA, JAPAN",2026,2026-05-11,2026-05-17,Hard,O,,JPN,32,16,15000,USD,Kanon Sawashiro,past
4862,ANDONG,ITF,"WTT W35 - ANDONG, KOREA",2026,2026-05-11,2026-05-17,Hard,O,,KOR,32,16,30000,USD,Dayeon Back,past
4881,NAKHON PATHOM,ITF,"WTT W15 - NAKHON PATHOM 3, THAILAND",2026,2026-05-11,2026-05-17,Hard,O,,THA,32,16,15000,USD,Gyeong Seo Lee,past
4883,LUAN 4,ITF,"WTT W15 - LUAN 4, CHINA",2026,2026-05-11,2026-05-17,Hard,O,,CHN,32,16,15000,USD,Alina Trynkina,past
4965,HURGHADA 5,ITF,"WTT W35 - HURGHADA 5, EGYPT",2026,2026-05-11,2026-05-17,Hard,O,,EGY,32,16,30000,USD,Camilla Zanolini,past
406,STRASBOURG,WTA 500,"Internationaux de Strasbourg presented by Mammotion - Strasbourg, FRA",2026,2026-05-17,2026-05-23,Clay,O,STRASBOURG,FRA,28,16,1206446,USD,Emma Navarro,past
155,BOL,ITF,"WTT W35 - BOL, CROATIA",2026,2026-05-18,2026-05-24,Clay,O,,CRO,32,16,30000,USD,,past
885,GRADO,ITF,"WTT W15 - GRADO, ITALY",2026,2026-05-18,2026-05-24,Clay,O,,ITA,32,16,15000,USD,Sofia Rocchetti,past
1005,RABAT,WTA 250,"Grand Prix Son Altesse Royale La Princesse Lalla Meryem - Rabat, MAR",2026,2026-05-18,2026-05-23,Clay,O,RABAT,MAR,32,16,283347,USD,Petra Marcinko,past
2350,PELHAM,ITF,"WTT W50 - PELHAM, ALABAMA",2026,2026-05-18,2026-05-24,Clay,O,,USA,32,16,40000,USD,Madison Brengle,past
4495,MONASTIR 21,ITF,"WTT W15 - MONASTIR 21, TUNISIA",2026,2026-05-18,2026-05-24,Hard,O,,TUN,32,16,15000,USD,Laia Petretic,past
4697,KURSUMLIJSKA BANJA 2,ITF,"WTT W15 - KURSUMLIJSKA BANJA 2, SERBIA",2026,2026-05-18,2026-05-24,Clay,O,,SRB,32,16,15000,USD,Marie Mettraux,past
