tour,year,tourney_id,tourney_number,tournament_name,tourney_level,surface,best_of,draw_size
atp,2017,2017-M-DC-2017-G2-AO-M-INA-PHI-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G2-AO-M-PAK-IRI-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G2-AO-M-PHI-THA-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G2-EPA-M-DEN-RSA-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G2-EPA-M-EST-RSA-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G2-EPA-M-FIN-GEO-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G2-EPA-M-LTU-GEO,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G2-EPA-M-LTU-MAD-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G2-EPA-M-MAR-DEN-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G2-EPA-M-MON-SLO-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G2-EPA-M-NOR-DEN-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G2-EPA-M-NOR-LAT-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G2-EPA-M-RSA-SLO-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G2-EPA-M-SWE-LTU-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G2-EPA-M-SWE-TUR-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G2-EPA-M-TUR-CYP-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-WG-M-ARG-ITA-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-WG-M-AUS-USA-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-WG-M-BEL-FRA-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-WG-M-BEL-GER-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-WG-M-CAN-GBR-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-WG-M-CZE-AUS-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-WG-M-ESP-CRO-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-WG-M-FRA-GBR-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-WG-M-ITA-BEL-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-WG-M-RUS-SRB-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-WG-M-SRB-ESP-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-WG-M-SUI-USA-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-WG-PO-ARG-KAZ-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-WG-PO-CAN-IND-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-WG-PO-CRO-COL-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-WG-PO-GER-POR-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-WG-PO-SUI-BLR-01,1,1,1,1,2,1
atp,2018,2018-M-DC-2018-WG-M-AUS-GER-01,1,1,1,1,2,1
atp,2018,2018-M-DC-2018-WG-M-CAN-CRO-01,1,1,1,1,2,1
atp,2018,2018-M-DC-2018-WG-M-ESP-GER-01,1,1,1,1,2,1
atp,2018,2018-M-DC-2018-WG-M-FRA-ESP-01,1,1,1,1,2,1
atp,2018,2018-M-DC-2018-WG-M-FRA-NED-01,1,1,1,1,2,1
atp,2018,2018-M-DC-2018-WG-M-HUN-BEL-01,1,1,1,1,2,1
atp,2018,2018-M-DC-2018-WG-M-KAZ-SUI-01,1,1,1,1,2,1
atp,2018,2018-M-DC-2018-WG-M-USA-BEL-01,1,1,1,1,2,1
atp,2018,2018-M-DC-2018-WG-M-USA-SRB-01,1,1,1,1,2,1
atp,2018,2018-M-DC-2018-WG-PO-ARG-COL-01,1,1,1,1,2,1
atp,2018,2018-M-DC-2018-WG-PO-HUN-CZE-01,1,1,1,1,2,1
atp,2018,2018-M-DC-2018-WG-PO-JPN-BIH-01,1,1,1,1,2,1
atp,2018,2018-M-DC-2018-WG-PO-SRB-IND-01,1,1,1,1,2,1
atp,2025,2025-520,1,1,1,1,2,1
